cluster,gene,auc,power
C11,NGFRAP1,0.218,0.564
C11,ANLN,0.426,0.147
C11,KIF23,0.347,0.306
C11,PBK,0.287,0.427
C11,RAD21,0.37,0.259
C11,NUBP2,0.303,0.395
C11,FLYWCH2,0.341,0.318
C11,RCN3,0.457,0.085
C11,C19orf60,0.416,0.168
C11,TTYH3,0.353,0.294
C11,AP2S1,0.248,0.503
C11,MRPL12,0.403,0.194
C11,DRAP1,0.312,0.377
C11,C9orf142,0.356,0.287
C11,GPAA1,0.36,0.28
C11,LAMA4,0.455,0.091
C11,IER2,0.233,0.534
C11,ALKBH7,0.223,0.555
C11,BAD,0.371,0.258
C11,C20orf27,0.332,0.336
C11,CTSD,0.416,0.169
C11,H2AFY2,0.251,0.498
C11,MCM2,0.416,0.168
C11,TUBB3,0.317,0.367
C11,MRPL41,0.332,0.336
C11,UNG,0.405,0.191
C11,EIF3F,0.501,0.002
C11,FLNA,0.318,0.364
C11,PDLIM7,0.326,0.348
C11,PCBP4,0.327,0.346
C11,MRPS26,0.393,0.215
C11,JUNB,0.387,0.227
C11,DBN1,0.341,0.319
C11,SNRPB,0.087,0.826
C11,MZT2B,0.293,0.414
C11,FAM195B,0.255,0.491
C11,C7orf50,0.271,0.458
C11,CYB5R3,0.265,0.469
C11,CCND1,0.253,0.494
C11,C9orf16,0.286,0.428
C11,PFN1,0.217,0.565
C11,LIMD2,0.358,0.283
C11,COPE,0.218,0.564
C11,SCAND1,0.307,0.386
C11,CCDC124,0.205,0.589
C11,POTEE,0.376,0.247
C11,POTEJ,0.425,0.15
C11,MEIS1,0.379,0.243
C11,ZFHX3,0.216,0.567
C11,SRSF6,0.367,0.266
C11,DERA,0.284,0.431
C11,CLSPN,0.287,0.427
C11,UHRF1,0.363,0.274
C11,EBF3,0.507,0.015
C11,S100B,0.468,0.065
C11,CCDC30,0.35,0.3
C11,MLF2,0.104,0.791
C11,PPP1R10,0.327,0.346
C11,ARF1,0.061,0.879
C11,TRMT112,0.136,0.729
C11,APOL2,0.367,0.265
C11,NDUFS8,0.146,0.708
C11,MAP1LC3B2,0.462,0.075
C11,HK2,0.246,0.508
C11,WLS,0.261,0.478
C11,ATPIF1,0.112,0.776
C11,CIB1,0.34,0.32
C11,PGAM1,0.21,0.581
C11,CALM3,0.132,0.736
C11,TTYH1,0.34,0.32
C11,PKM,0.107,0.787
C11,BNIP3,0.23,0.54
C11,CDKN1A,0.333,0.334
C11,ALDOA,0.116,0.768
C11,SNAPC1,0.351,0.299
C11,WNT8B,0.443,0.113
C11,UQCR11,0.089,0.822
C11,PGK1,0.089,0.822
C11,TPBG,0.382,0.237
C11,SCD,0.298,0.405
C11,GUK1,0.235,0.53
C11,ATP1B2,0.273,0.455
C11,ZIC2,0.329,0.341
C11,PIFO,0.418,0.164
C11,UBBP4,0.301,0.398
C11,MAF,0.271,0.457
C11,CTGF,0.381,0.237
C11,GJA1,0.289,0.421
C11,MYL6,0.353,0.294
C11,NELL2,0.443,0.114
C11,ID3,0.297,0.407
C11,LPHN3,0.395,0.21
C11,IRS1,0.346,0.308
C11,C1orf168,0.479,0.041
C11,CTNNB1,0.4,0.2
C11,AXIN2,0.405,0.19
C11,SLIT2,0.251,0.498
C11,LRRN2,0.496,0.008
C11,NR2F2,0.239,0.522
C11,SLIT3,0.397,0.206
C11,DMD,0.494,0.013
C11,LRRIQ1,0.44,0.121
C11,SH3BGRL,0.119,0.763
C11,C6orf118,0.4,0.2
C11,COX6A1,0.273,0.454
C11,SPARC,0.141,0.719
C11,RSPO1,0.4,0.2
C11,HNRNPL,0.492,0.016
C11,APCDD1,0.42,0.159
C11,MARCKS,0.24,0.519
C11,HSBP1,0.091,0.819
C11,SULF2,0.364,0.272
C11,SLC7A8,0.488,0.024
C11,NR2F1,0.373,0.254
C11,CDH2,0.272,0.457
C11,CDK11A,0.462,0.077
C11,AEN,0.31,0.38
C11,DDIT4,0.244,0.512
C11,ERO1L,0.293,0.413
C11,EIF4EBP1,0.274,0.453
C11,ADM,0.453,0.093
C11,PGAM4,0.369,0.262
C11,GNL3,0.211,0.578
C11,FLRT2,0.693,0.386
C11,PDCD6,0.292,0.417
C11,GOLGA8A,0.717,0.434
C11,POLE2,0.307,0.386
C11,EIF4A1,0.455,0.09
C11,MFNG,0.461,0.079
C11,TPI1,0.103,0.794
C11,RAN,0.09,0.819
C11,DDIT3,0.216,0.569
C11,VEZF1,0.498,0.004
C11,UBE2J1,0.337,0.327
C11,C8orf46,0.45,0.099
C11,EGR1,0.152,0.696
C11,TMBIM6,0.059,0.883
C11,TRIM24,0.374,0.252
C11,HNRNPA1L2,0.315,0.37
C11,KANSL2,0.364,0.272
C11,GTF2I,0.317,0.367
C11,DAZAP2,0.397,0.207
C11,MIDN,0.224,0.552
C11,SLC38A2,0.327,0.346
C11,HNRNPA1,0.158,0.684
C11,CCT2,0.258,0.485
C11,NACA,0.133,0.734
C11,EIF5,0.133,0.733
C11,CHAC1,0.474,0.051
C11,DDX3X,0.115,0.771
C11,TCF12,0.411,0.178
C11,SRSF3,0.271,0.458
C11,ABCC9,0.474,0.052
C11,EPB41L4B,0.488,0.023
C11,ATF4,0.296,0.408
C11,NOVA2,0.494,0.013
C11,PCBP2,0.257,0.487
C11,EIF1,0.159,0.681
C11,ATP5G2,0.047,0.907
C11,ATP5B,0.066,0.868
C11,RND3,0.163,0.675
C11,BTG1,0.209,0.583
C11,RBM39,0.266,0.469
C11,DDX5,0.25,0.499
C11,CORO1C,0.258,0.484
C11,UBC,0.115,0.77
C11,H3F3B,0.117,0.765
C11,H3F3C,0.123,0.755
